ID,Cutting speed vc [m/min],Spindle speed n [1/min],Feed f [mm/rev],Feed rate vf [mm/min],Power Pc [kW],Cooling [%],Material,Drill Bit Type,Process Time [sec],Main Failure,BEF,CCF,FWF,WDF
15772,17.71,470,0.275,129,86.29,50,K,H,34.1,0,0,0,0,0
15773,17.47,463,0.239,111,72.91,50,K,H,36.8,0,0,0,0,0
15774,17,451,0.228,103,66,25,K,H,34.14,0,0,0,0,0
15775,17.33,460,0.266,122,80.01,50,K,H,32.76,0,0,0,0,0
15776,30.09,798,0.272,217,246.38,100,N,W,19.92,0,0,0,0,0
15777,17.56,466,0.254,118,78.34,50,K,H,32.81,0,0,0,0,0
15778,30.36,805,0.265,213,244.13,100,N,W,19.33,0,0,0,0,0
15779,22.64,601,0.194,117,99.59,50,P,N,35.11,0,0,0,0,0
15780,29.89,793,0.247,196,220.99,75,N,W,20.43,0,0,0,0,0
15781,17.2,456,0.245,112,72.36,50,K,H,31.74,0,0,0,0,0
15782,17.48,464,0.243,113,74.33,50,K,H,32.34,0,0,0,0,0
15783,22.9,607,0.197,120,103.19,50,P,N,34.01,0,0,0,0,0
15784,29.75,789,0.229,181,202.54,75,N,W,19.84,0,0,0,0,0
15785,22.75,604,0.214,129,111.02,75,P,N,36.05,0,0,0,0,0
15786,17.08,453,0.245,111,71.52,50,K,H,31.87,0,0,0,0,0
15787,22.48,596,0.155,92,78.25,25,P,N,35.55,0,0,0,0,0
15788,22.58,599,0.196,117,99.92,50,P,N,33.44,0,0,0,0,0
15789,17.56,466,0.266,124,82.06,50,K,H,33.22,0,0,0,0,0
15790,29.88,793,0.252,200,225.4,75,N,W,17.83,0,0,0,0,0
15791,17.05,452,0.235,106,68.38,25,K,H,33.12,0,0,0,0,0
15792,17.52,465,0.279,130,85.64,50,K,H,32.47,0,0,0,0,0
15793,22.43,595,0.168,130,84.62,25,P,N,34.39,1,0,1,0,0
15794,22.57,599,0.166,100,84.8,25,P,N,34.76,0,0,0,0,0
15795,29.87,792,0.229,182,204.47,75,N,W,19,0,0,0,0,0
15796,16.75,444,0.213,95,59.84,25,K,H,31.65,0,0,0,0,0
15797,22.64,601,0.196,117,100.26,50,P,N,34.94,0,0,0,0,0
15798,22.61,600,0.17,102,86.96,25,P,N,35.21,0,0,0,0,0
15799,22.5,597,0.174,104,87.88,50,P,N,33.96,0,0,0,0,0
15800,22.45,595,0.17,101,85.74,25,P,N,33.61,0,0,0,0,0
15801,29.7,788,0.247,194,217.77,75,N,W,18.68,0,0,0,0,0
15802,17.11,454,0.221,100,64.57,25,K,H,31.33,0,0,0,0,0
15803,22.48,596,0.175,105,88.6,50,P,N,35.4,0,0,0,0,0
15804,22.49,597,0.173,103,87.71,50,P,N,35.05,0,0,0,0,0
15805,22.64,600,0.151,91,77.3,25,P,N,35.7,0,0,0,0,0
15806,29.7,788,0.214,169,188.88,75,N,W,20.05,0,0,0,0,0
15807,30.24,802,0.271,217,247.88,100,N,W,18.86,0,0,0,0,0
15808,30.25,802,0.251,202,229.82,75,N,W,20.28,0,0,0,0,0
15809,17.11,454,0.248,113,72.59,50,K,H,32.11,0,0,0,0,0
15810,29.87,792,0.242,192,216.35,75,N,W,21.87,0,0,0,0,0
15811,17.21,457,0.234,107,69.41,25,K,H,31.68,0,0,0,0,0
15812,16.9,448,0.223,100,63.81,25,K,H,33.39,0,0,0,0,0
15813,22.49,597,0.167,100,84.73,25,P,N,33.89,0,0,0,0,0
15814,22.77,604,0.175,106,90.72,50,P,N,31.91,0,0,0,0,0
15815,17.4,462,0.258,119,78.13,50,K,H,33.28,0,0,0,0,0
15816,22.51,597,0.163,126,82.46,25,P,N,33.34,1,0,1,0,0
15817,17.22,457,0.236,108,69.97,25,K,H,32.93,0,0,0,0,0
15818,22.35,593,0.159,94,79.53,25,P,N,35.28,0,0,0,0,0
15819,23.03,611,0.205,125,108.51,50,P,N,34.67,0,0,0,0,0
15820,29.79,790,0.236,187,209.78,75,N,W,18.46,0,0,0,0,0
15821,17.79,472,0.273,129,86.29,50,K,H,32.44,0,0,0,0,0
15822,22.85,606,0.197,120,103.13,50,P,N,34.97,0,0,0,0,0
15823,29.51,783,0.224,175,194.69,75,N,W,20.86,0,0,0,0,0
15824,22.66,601,0.176,106,90.47,50,P,N,34.11,0,0,0,0,0
15825,30.17,800,0.247,198,224.72,75,N,W,19.78,0,0,0,0,0
15826,22.94,609,0.218,132,114.5,75,P,N,34.46,0,0,0,0,0
15827,22.64,600,0.19,114,97.62,50,P,N,36.35,0,0,0,0,0
15828,22.86,606,0.191,116,99.73,50,P,N,34.06,0,0,0,0,0
15829,17.59,467,0.264,123,81.83,50,K,H,33.49,0,0,0,0,0
15830,29.74,789,0.231,182,203.98,75,N,W,17.77,0,0,0,0,0
15831,29.89,793,0.239,190,213.59,75,N,W,19.76,0,0,0,0,0
15832,29.85,792,0.246,195,219.1,75,N,W,21.25,0,0,0,0,0
15833,22.2,589,0.163,96,80.24,25,P,N,35.07,0,0,0,0,0
15834,17.34,460,0.248,114,74.49,50,K,H,34.02,0,0,0,0,0
15835,30.2,801,0.265,212,241.71,100,N,W,19.02,0,0,0,0,0
15836,17.14,455,0.24,109,70.42,50,K,H,34.23,0,0,0,0,0
15837,23,610,0.185,113,97.89,50,P,N,35.37,0,0,0,0,0
15838,17.88,474,0.288,136,91.89,75,K,H,33.1,0,0,0,0,0
15839,29.7,788,0.22,173,194.04,75,N,W,19.4,0,0,0,0,0
15840,17.75,471,0.279,131,87.88,75,K,H,34.43,0,0,0,0,0
15841,22.39,594,0.177,105,88.61,50,P,N,35.24,0,0,0,0,0
15842,22.74,603,0.166,100,85.82,25,P,N,35,0,0,0,0,0
15843,30.13,799,0.236,189,214.29,75,N,W,19.75,0,0,0,0,0
15844,17.57,466,0.255,119,78.6,50,K,H,33,0,0,0,0,0
15845,22.71,602,0.195,117,100.4,50,P,N,34.05,0,0,0,0,0
15846,22.73,603,0.184,111,94.86,50,P,N,34.71,0,0,0,0,0
15847,18.03,478,0.297,142,96.49,75,K,H,32.31,0,0,0,0,0
15848,22.28,591,0.151,89,74.98,25,P,N,35.73,0,0,0,0,0
15849,17.41,462,0.262,121,79.36,50,K,H,32.3,0,0,0,0,0
15850,30.32,804,0.269,216,246.98,100,N,N,18.94,1,0,1,0,1
15851,17.62,467,0.269,126,83.47,50,K,H,31.85,0,0,0,0,0
15852,22.79,605,0.185,112,95.97,50,P,N,34.61,0,0,0,0,0
15853,29.97,795,0.232,185,208.68,75,N,W,19.79,0,0,0,0,0
15854,22.37,593,0.174,103,87.29,50,P,N,34.47,0,0,0,0,0
15855,22.24,590,0.162,124,80.19,25,P,N,35.39,0,0,0,0,0
15856,30.5,809,0.275,222,255.56,100,N,W,20.24,0,0,0,0,0
15857,22.53,598,0.165,99,83.81,25,P,N,36.02,0,0,0,0,0
15858,29.91,793,0.258,205,231.1,100,N,W,20.45,0,0,0,0,0
15859,22.76,604,0.187,113,97.11,50,P,N,36.3,0,0,0,0,0
15860,17.52,465,0.281,130,86.21,50,K,H,31.93,0,0,0,0,0
15861,30.25,803,0.242,194,221.59,75,N,W,19.35,0,0,0,0,0
15862,29.67,787,0.217,171,190.97,75,N,W,19.22,0,0,0,0,0
15863,17.42,462,0.246,114,74.75,50,K,H,34.14,0,0,0,0,0
15864,22.67,601,0.196,118,100.54,50,P,N,35.48,0,0,0,0,0
15865,29.67,787,0.236,238,208.13,75,N,W,19.7,1,0,0,1,0
15866,17.51,465,0.247,115,75.73,50,K,H,33.76,0,0,0,0,0
15867,22.78,604,0.19,115,98.74,50,P,N,34.15,0,0,0,0,0
15868,23.16,614,0.194,119,103.91,50,P,N,36.29,0,0,0,0,0
15869,22.78,604,0.198,119,102.54,50,P,N,35.2,0,0,0,0,0
15870,30.17,800,0.244,196,222.55,75,N,W,19.26,0,0,0,0,0
15871,30.3,804,0.252,203,231.37,100,N,W,18.89,0,0,0,0,0
15872,17.16,455,0.226,134,66.53,25,K,H,36.15,1,0,1,0,0
15873,30.08,798,0.245,195,221.52,75,N,W,20,0,0,0,0,0
15874,30.47,808,0.291,236,270.6,100,N,W,18.83,0,0,0,0,0
15875,22.46,596,0.162,125,81.47,25,P,N,35.77,1,0,1,0,0
15876,22.84,606,0.191,116,99.8,50,P,N,34.01,0,0,0,0,0
15877,29.48,782,0.234,183,203.34,75,N,W,20.42,0,0,0,0,0
15878,29.87,792,0.234,186,209.12,75,N,W,20.03,0,0,0,0,0
15879,17.15,455,0.233,138,68.39,25,K,H,31.76,1,0,1,0,0
15880,22.66,601,0.186,112,95.58,50,P,N,34.32,0,0,0,0,0
15881,17.09,453,0.241,109,70.4,50,K,H,33.67,0,0,0,0,0
15882,16.78,445,0.205,91,57.77,0,K,H,32.07,0,0,0,0,0
15883,22.49,597,0.178,106,90.1,50,P,N,36.31,0,0,0,0,0
15884,30.21,801,0.252,202,230.03,75,N,W,21.14,0,0,0,0,0
15885,17.37,461,0.248,114,74.77,50,K,H,34.21,0,0,0,0,0
15886,29.79,790,0.239,189,212.15,75,N,W,19.84,0,0,0,0,0
15887,22.61,600,0.188,113,96.04,50,P,N,33.41,0,0,0,0,0
15888,29.77,790,0.227,179,201.32,75,N,W,20.49,0,0,0,0,0
15889,30.09,798,0.258,206,234.1,100,N,W,20.25,0,0,0,0,0
15890,22.59,599,0.165,129,84.17,25,P,N,34.34,1,0,1,0,0
15891,17.56,466,0.262,122,80.63,50,K,H,33.92,0,0,0,0,0
15892,22.53,598,0.157,94,79.53,25,P,N,34.92,0,0,0,0,0
15893,30.06,797,0.256,204,231.43,100,N,W,18.72,0,0,0,0,0
15894,30.22,802,0.26,209,237.8,100,N,W,17.7,0,0,0,0,0
15895,29.99,796,0.235,187,211,75,N,W,20.07,0,0,0,0,0
15896,30.4,806,0.256,206,236.5,100,N,W,20.41,0,0,0,0,0
15897,17.16,455,0.252,115,74.33,50,K,H,31.31,0,0,0,0,0
15898,22.62,600,0.178,107,91.03,50,P,N,33.91,0,0,0,0,0
15899,29.89,793,0.233,185,208.13,75,N,W,20.5,0,0,0,0,0
15900,22.45,596,0.177,106,89.32,50,P,N,34.35,0,0,0,0,0
15901,29.73,789,0.237,187,209.85,75,N,W,19.2,0,0,0,0,0
15902,22.29,591,0.168,99,83.29,25,P,N,35.06,0,0,0,0,0
15903,30.28,803,0.258,207,236.73,100,N,W,19.83,0,0,0,0,0
15904,17.54,465,0.248,115,76.23,50,K,N,33.79,1,0,0,0,1
15905,29.77,790,0.234,185,207.1,75,N,W,20.53,0,0,0,0,0
15906,22.62,600,0.186,111,95.04,50,P,N,34.13,0,0,0,0,0
15907,29.8,790,0.211,167,187.52,75,N,W,20.21,0,0,0,0,0
15908,22.62,600,0.166,100,85.04,25,P,N,35.74,0,0,0,0,0
15909,22.65,601,0.171,103,87.78,25,P,N,36.28,0,0,0,0,0
15910,17.62,467,0.262,123,81.46,50,K,H,33.41,0,0,0,0,0
15911,29.68,787,0.218,171,191.75,75,N,W,18.95,0,0,0,0,0
15912,30.67,814,0.287,233,269.67,100,N,W,16.69,0,0,0,0,0
15913,17.42,462,0.243,112,73.79,50,K,H,32.77,0,0,0,0,0
15914,17.87,474,0.281,133,89.71,75,K,H,33.26,0,0,0,0,0
15915,30.21,801,0.245,196,223.51,75,N,W,20.84,0,0,0,0,0
15916,22.36,593,0.167,99,83.64,25,P,N,33.03,0,0,0,0,0
15917,30.46,808,0.271,219,251.14,100,N,W,19.06,0,0,0,0,0
15918,30.19,801,0.239,192,218.22,75,N,W,19.17,0,0,0,0,0
15919,29.88,793,0.257,204,229.25,100,N,W,19.3,0,0,0,0,0
15920,22.79,605,0.195,118,101.16,50,P,N,35.18,0,0,0,0,0
15921,22.65,601,0.177,107,91.02,50,P,N,34.97,0,0,0,0,0
15922,23.1,613,0.205,126,109.29,75,P,N,35.59,0,0,0,0,0
15923,29.58,785,0.219,172,191.55,75,N,W,20.39,0,0,0,0,0
15924,17.58,466,0.251,117,77.42,50,K,H,32.12,0,0,0,0,0
15925,17.84,473,0.267,126,85.04,50,K,H,33.64,0,0,0,0,0
15926,17.35,460,0.235,108,70.79,25,K,H,31.31,0,0,0,0,0
15927,17.7,470,0.271,127,84.94,50,K,W,34.31,1,0,0,0,1
15928,17.36,460,0.245,113,73.81,50,K,H,32.14,0,0,0,0,0
15929,17.4,462,0.252,116,76.21,50,K,H,32.91,0,0,0,0,0
15930,22.76,604,0.182,110,94.07,50,P,N,34.58,0,0,0,0,0
15931,30.38,806,0.266,214,245.42,100,N,W,18.69,0,0,0,0,0
15932,17.39,461,0.268,124,81.12,50,K,H,34.28,0,0,0,0,0
15933,29.77,790,0.241,191,213.87,75,N,W,20.28,0,0,0,0,0
15934,30.08,798,0.238,190,215.61,75,N,W,19.34,0,0,0,0,0
15935,17.52,465,0.28,130,85.98,50,K,H,33.09,0,0,0,0,0
15936,17.47,463,0.258,119,78.7,50,K,H,34.54,0,0,0,0,0
15937,16.97,450,0.247,111,71.11,50,K,H,33.38,0,0,0,0,0
15938,30.09,798,0.241,193,218.41,75,N,W,20.99,0,0,0,0,0
15939,17.01,451,0.232,105,67.15,25,K,H,33.17,0,0,0,0,0
15940,17.74,471,0.265,125,83.44,50,K,H,32.38,0,0,0,0,0
15941,17.01,451,0.223,101,64.53,25,K,H,31.86,0,0,0,0,0
15942,30.48,808,0.248,200,230.29,75,N,W,18.9,0,0,0,0,0
15943,22.75,603,0.183,111,94.79,50,P,N,35.49,0,0,0,0,0
15944,22.5,597,0.183,109,92.72,50,P,N,35.29,0,0,0,0,0
15945,29.9,793,0.233,185,208.46,75,N,W,21.09,0,0,0,0,0
15946,17.44,463,0.267,123,81.13,50,K,H,32.16,0,0,0,0,0
15947,17.14,455,0.231,137,67.93,25,K,H,32.54,1,0,1,0,0
15948,17.44,463,0.229,106,69.78,25,K,H,32.56,0,0,0,0,0
15949,17.73,470,0.264,124,82.91,50,K,H,33.14,0,0,0,0,0
15950,23.07,612,0.209,128,111.04,75,P,N,35.72,0,0,0,0,0
15951,22.6,600,0.184,110,94.04,50,P,N,36.04,0,0,0,0,0
15952,29.76,789,0.211,166,186.75,75,N,W,19.96,0,0,0,0,0
15953,22.46,596,0.175,104,88.42,50,P,N,35.05,0,0,0,0,0
15954,17.4,462,0.247,114,74.74,50,K,H,35.25,0,0,0,0,0
15955,22.35,593,0.147,87,73.26,0,P,N,34.78,0,0,0,0,0
15956,17.22,457,0.236,108,70.06,25,K,H,32.41,0,0,0,0,0
15957,22.55,598,0.19,114,96.65,50,P,N,35.37,0,0,0,0,0
15958,17.3,459,0.236,108,70.55,25,K,H,33.83,0,0,0,0,0
15959,17.54,465,0.268,124,82.27,50,K,H,32.47,0,0,0,0,0
15960,17.38,461,0.239,110,72.22,50,K,H,32.4,0,0,0,0,0
15961,22.92,608,0.195,119,102.59,50,P,N,34.97,0,0,0,0,0
15962,22.44,595,0.159,95,80.34,25,P,N,34.09,0,0,0,0,0
15963,22.15,587,0.152,89,74.35,25,P,N,34.95,0,0,0,0,0
15964,30.34,805,0.258,207,237.09,100,N,W,20.85,0,0,0,0,0
15965,30.97,822,0.318,261,305.22,100,N,W,20.38,0,0,0,0,0
15966,17.84,473,0.277,131,88.09,75,K,H,31.97,0,0,0,0,0
15967,22.48,596,0.156,93,78.79,25,P,N,34.61,0,0,0,0,0
15968,23.05,611,0.199,122,105.92,50,P,N,34.71,0,0,0,0,0
15969,30.65,813,0.277,226,260.75,100,N,W,19.43,0,0,0,0,0
15970,17.18,456,0.255,116,75.24,50,K,H,33.7,0,0,0,0,0
15971,22.9,607,0.207,125,108.32,75,P,N,34.62,0,0,0,0,0
15972,30.07,798,0.246,196,222.2,75,N,W,20.19,0,0,0,0,0
15973,22.14,587,0.158,93,77.36,25,P,N,34.75,0,0,0,0,0
15974,17.07,453,0.246,111,71.76,50,K,H,32.56,0,0,0,0,0
15975,30.05,797,0.255,203,229.88,100,N,W,21.9,0,0,0,0,0
15976,17.53,465,0.261,121,80.26,50,K,H,32.36,0,0,0,0,0
15977,22.64,601,0.178,107,91.22,50,P,N,35.47,0,0,0,0,0
15978,17.33,460,0.227,104,68.11,25,K,H,33.51,0,0,0,0,0
15979,17.64,468,0.273,128,84.89,50,K,H,33.6,0,0,0,0,0
15980,17.38,461,0.255,118,77.03,50,K,H,33.23,0,0,0,0,0
15981,22.64,601,0.188,113,96.41,50,P,N,35.87,0,0,0,0,0
15982,30.72,815,0.288,234,271.48,100,N,W,19.79,0,0,0,0,0
15983,22.7,602,0.186,112,96.09,50,P,N,35.44,0,0,0,0,0
15984,23.23,616,0.223,137,120.25,75,P,N,34.1,0,0,0,0,0
15985,30.25,802,0.242,194,221.11,75,N,W,20.57,0,0,0,0,0
15986,29.91,793,0.262,208,234.64,100,N,W,19.79,0,0,0,0,0
15987,29.83,791,0.227,179,201.75,75,N,W,18.69,0,0,0,0,0
15988,22.77,604,0.201,121,104.1,50,P,N,35.54,0,0,0,0,0
15989,30.07,798,0.246,196,222.5,75,N,W,18.82,0,0,0,0,0
15990,22.4,594,0.186,111,93.44,50,P,N,36.08,0,0,0,0,0
15991,29.32,778,0.192,149,164.68,75,N,W,20.85,0,0,0,0,0
15992,30.56,811,0.286,232,266.74,100,N,W,19.3,0,0,0,0,0
15993,29.85,792,0.245,194,217.99,75,N,W,19,0,0,0,0,0
15994,30.47,808,0.258,209,239.96,100,N,W,20.07,0,0,0,0,0
15995,22.28,591,0.164,97,81.5,25,P,N,35.32,0,0,0,0,0
15996,17.66,468,0.266,124,82.88,50,K,H,31.97,0,0,0,0,0
15997,29.99,796,0.25,199,224.96,75,N,W,20.96,0,0,0,0,0
15998,17.1,454,0.23,104,67.34,25,K,H,31.17,0,0,0,0,0
15999,16.95,450,0.21,94,60.26,25,K,H,33.38,0,0,0,0,0
16000,22.59,599,0.17,102,87,25,P,N,34.83,0,0,0,0,0
16001,29.72,788,0.205,161,180.96,75,N,W,20.55,0,0,0,0,0
16002,17.07,453,0.22,99,64.01,25,K,H,33.82,0,0,0,0,0
16003,29.99,795,0.252,200,226.38,75,N,W,21.46,0,0,0,0,0
16004,22.48,596,0.185,110,93.35,50,P,N,36.32,0,0,0,0,0
16005,22.78,604,0.185,112,95.79,50,P,N,34.3,0,0,0,0,0
16006,17.57,466,0.279,130,86.18,50,K,H,32.57,0,0,0,0,0
16007,17.81,472,0.28,132,88.8,75,K,H,33.77,0,0,0,0,0
16008,16.88,448,0.212,95,60.48,25,K,H,32.39,0,0,0,0,0
16009,17.37,461,0.232,107,70.06,25,K,H,33.08,0,0,0,0,0
16010,17.4,461,0.241,111,72.94,50,K,H,31.41,0,0,0,0,0
16011,30.12,799,0.254,203,230.81,100,N,H,20.35,1,0,0,0,1
16012,17.32,459,0.246,113,73.85,50,K,H,33.6,0,0,0,0,0
16013,30.13,799,0.243,194,220.37,75,N,W,18.42,0,0,0,0,0
16014,22.75,604,0.178,108,92.3,50,P,N,35.56,0,0,0,0,0
16015,22.44,595,0.169,100,84.88,25,P,N,34.84,0,0,0,0,0
16016,22.55,598,0.162,97,82.41,25,P,N,33.84,0,0,0,0,0
16017,29.38,779,0.204,204,176.16,75,N,W,19.95,0,0,0,0,0
16018,30.51,809,0.282,228,262.27,100,N,W,20.12,0,0,0,0,0
16019,29.97,795,0.244,194,219.3,75,N,W,19.75,0,0,0,0,0
16020,17.07,453,0.224,101,65.12,25,K,H,33.56,0,0,0,0,0
16021,22.47,596,0.18,107,90.79,50,P,N,34.93,0,0,0,0,0
16022,22.65,601,0.213,128,109.22,75,P,N,35.41,0,0,0,0,0
16023,22.96,609,0.203,123,106.87,50,P,N,34.52,0,0,0,0,0
16024,22.61,600,0.166,100,84.94,25,P,N,34.77,0,0,0,0,0
16025,29.24,776,0.176,175,150.68,75,N,W,19.13,0,0,0,0,0
16026,22.91,608,0.189,115,99.22,50,P,N,35.45,0,0,0,0,0
16027,16.87,447,0.211,94,59.95,25,K,H,33.47,0,0,0,0,0
16028,17.3,459,0.256,117,76.54,50,K,H,33.75,0,0,0,0,0
16029,23.03,611,0.211,129,111.98,75,P,W,36.13,1,0,1,0,1
16030,30.21,801,0.251,201,228.84,75,N,W,20.51,0,0,0,0,0
16031,17.45,463,0.265,123,80.81,50,K,H,35.85,0,0,0,0,0
16032,22.85,606,0.195,118,102.07,50,P,N,35.02,0,0,0,0,0
16033,17.32,459,0.234,108,70.22,25,K,H,32.4,0,0,0,0,0
16034,30.4,806,0.26,209,239.86,100,N,W,18.86,0,0,0,0,0
16035,22.38,594,0.173,103,86.61,25,P,N,34.27,0,0,0,0,0
16036,17.11,454,0.231,105,67.74,25,K,H,31.82,0,0,0,0,0
16037,29.8,790,0.227,180,201.93,75,N,W,19.07,0,0,0,0,0
16038,17.38,461,0.262,121,79.33,50,K,H,32.39,0,0,0,0,0
16039,30.25,802,0.258,207,235.77,100,N,W,20.46,0,0,0,0,0
16040,30.43,807,0.275,222,254.3,100,N,W,19.1,0,0,0,0,0
16041,29.98,795,0.242,192,217.1,75,N,W,20.04,0,0,0,0,0
16042,17.49,464,0.261,121,79.74,50,K,H,33.78,0,0,0,0,0
16043,30.33,804,0.275,221,252.72,100,N,W,18.94,0,0,0,0,0
16044,22.42,595,0.175,104,87.77,50,P,N,35.16,0,0,0,0,0
16045,17.41,462,0.265,122,80.31,50,K,H,32.54,0,0,0,0,0
16046,17.31,459,0.268,123,80.44,50,K,H,31.42,0,0,0,0,0
16047,30.08,798,0.248,198,224.01,75,N,W,21.17,0,0,0,0,0
16048,17.65,468,0.26,122,80.88,50,K,H,32.34,0,0,0,0,0
16049,22.12,587,0.157,92,76.75,25,P,N,33.11,0,0,0,0,0
16050,17.63,468,0.272,127,84.59,50,K,H,32.06,0,0,0,0,0
16051,22.5,597,0.174,104,88.16,50,P,N,34.45,0,0,0,0,0
16052,17.11,454,0.244,111,71.39,50,K,H,34.27,0,0,0,0,0
16053,30.51,809,0.272,220,252.82,100,N,W,18.85,0,0,0,0,0
16054,22.39,594,0.182,108,91.07,50,P,N,35.78,0,0,0,0,0
16055,29.66,787,0.221,222,193.98,75,N,W,19.46,1,0,0,1,0
16056,22.65,601,0.17,102,87.35,25,P,N,34.07,0,0,0,0,0
16057,30.35,805,0.267,215,246.03,100,N,W,20.91,0,0,0,0,0
16058,29.62,786,0.218,171,190.89,75,N,W,19.29,0,0,0,0,0
16059,22.4,594,0.168,100,84.43,25,P,N,33.88,0,0,0,0,0
16060,17.22,457,0.232,106,68.82,25,K,H,33.01,0,0,0,0,0
16061,29.57,784,0.217,171,190.09,75,N,W,19.26,0,0,0,0,0
16062,22.66,601,0.17,102,87.33,25,P,N,35.77,0,0,0,0,0
16063,22.54,598,0.171,133,86.97,25,P,N,33.97,1,0,1,0,0
16064,23.1,613,0.211,129,112.72,75,P,N,34.97,0,0,0,0,0
16065,17.96,476,0.279,133,89.85,75,K,H,31.91,0,0,0,0,0
16066,30.39,806,0.276,222,254.6,100,N,W,21.37,0,0,0,0,0
16067,30.08,798,0.23,184,208.33,75,N,W,20.63,0,0,0,0,0
16068,17.06,452,0.235,106,68.27,25,K,H,34.94,0,0,0,0,0
16069,17.82,473,0.285,135,90.42,75,K,H,33.98,0,0,0,0,0
16070,22.79,605,0.197,119,102.45,50,P,N,34.48,0,0,0,0,0
16071,22.6,599,0.167,100,85.15,25,P,N,35.07,0,0,0,0,0
16072,30.15,800,0.239,191,216.99,75,N,W,19.99,0,0,0,0,0
16073,22.36,593,0.165,98,82.46,25,P,N,35.94,0,0,0,0,0
16074,29.43,781,0.205,204,177.16,75,N,W,19.78,0,0,0,0,0
16075,29.96,795,0.231,183,207.29,75,N,W,21.36,0,0,0,0,0
16076,22.28,591,0.167,99,83.12,25,P,N,35.65,0,0,0,0,0
16077,17.76,471,0.277,130,87.25,75,K,H,33.47,0,0,0,0,0
16078,30.11,799,0.237,189,214.83,75,N,W,20.27,0,0,0,0,0
16079,17.2,456,0.242,111,71.7,50,K,H,34.02,0,0,0,0,0
16080,22.33,592,0.173,103,86.44,25,P,N,34.68,0,0,0,0,0
16081,29.69,787,0.224,176,197.28,75,N,W,19.69,0,0,0,0,0
16082,30.19,801,0.251,201,228.71,75,N,W,18.26,0,0,0,0,0
16083,17.15,455,0.235,107,69.12,25,K,H,32.37,0,0,0,0,0
16084,29.89,793,0.248,197,221.61,75,N,W,21.72,0,0,0,0,0
16085,30.03,796,0.235,187,211.99,75,N,W,20.34,0,0,0,0,0
16086,22.36,593,0.163,97,81.69,25,P,N,36.43,0,0,0,0,0
16087,22.4,594,0.168,100,84.49,25,P,N,35.14,0,0,0,0,0
16088,17.43,462,0.274,126,83.13,50,K,H,32.95,0,0,0,0,0
16089,22.43,595,0.172,102,86.48,25,P,N,34.82,0,0,0,0,0
16090,22.62,600,0.158,95,80.94,25,P,N,34.41,0,0,0,0,0
16091,22.21,589,0.181,107,89.24,50,P,N,33.79,0,0,0,0,0
16092,30.21,801,0.265,212,241.64,100,N,W,19.52,0,0,0,0,0
16093,17.44,462,0.232,107,70.54,25,K,H,34.79,0,0,0,0,0
16094,22.67,601,0.18,108,92.34,50,P,N,34.05,0,0,0,0,0
16095,17.44,463,0.264,122,80.43,50,K,H,33.16,0,0,0,0,0
16096,22.94,608,0.196,120,103.34,50,P,N,35.48,0,0,0,0,0
16097,29.81,791,0.229,181,203.68,75,N,W,17.88,0,0,0,0,0
16098,22.76,604,0.184,111,95.45,50,P,N,34.86,0,0,0,0,0
16099,22.08,586,0.149,87,72.56,0,P,N,34.36,0,0,0,0,0
16100,29.63,786,0.233,183,204.58,75,N,W,20.31,0,0,0,0,0
16101,17.22,457,0.248,113,73.67,50,K,H,32.85,0,0,0,0,0
16102,29.77,790,0.237,187,210.03,75,N,W,19.97,0,0,0,0,0
16103,17.34,460,0.262,121,78.89,50,K,H,32.37,0,0,0,0,0
16104,22.61,600,0.184,110,94.02,50,P,N,35.67,0,0,0,0,0
16105,17.37,461,0.248,114,74.88,50,K,H,32.25,0,0,0,0,0
16106,17.44,463,0.25,116,76.04,50,K,H,31.37,0,0,0,0,0
16107,17.17,456,0.243,111,71.58,50,K,H,33.45,0,0,0,0,0
16108,22.82,605,0.18,109,93.78,50,P,N,35.68,0,0,0,0,0
16109,29.85,792,0.251,198,223.28,75,N,W,18.54,0,0,0,0,0
16110,22.65,601,0.2,120,102.8,50,P,N,35.62,0,0,0,0,0
16111,17.38,461,0.234,108,70.58,25,K,H,31.66,0,0,0,0,0
16112,17.46,463,0.26,120,79.21,50,K,H,32.83,0,0,0,0,0
16113,22.68,602,0.177,107,91.1,50,P,N,35.69,0,0,0,0,0
16114,22.33,592,0.164,97,81.72,25,P,N,35.64,0,0,0,0,0
16115,29.91,793,0.259,206,231.76,100,N,W,19.15,0,0,0,0,0
16116,29.35,779,0.211,164,181.83,75,N,W,18.02,0,0,0,0,0
16117,17.55,465,0.265,123,81.52,50,K,H,34.9,0,0,0,0,0
16118,29.77,790,0.214,169,189.85,75,N,W,18.95,0,0,0,0,0
16119,30.36,805,0.255,206,235.36,100,N,W,19.13,0,0,0,0,0
16120,17.56,466,0.257,120,79.17,50,K,H,32.54,0,0,0,0,0
16121,22.51,597,0.165,98,83.56,25,P,N,33.24,0,0,0,0,0
16122,22.6,600,0.168,101,85.89,25,P,N,33.88,0,0,0,0,0
16123,22.49,597,0.155,92,78.2,25,P,H,34.49,1,0,1,0,1
16124,29.79,790,0.23,182,203.86,75,N,W,20.05,0,0,0,0,0
16125,17.51,464,0.257,119,78.83,50,K,H,34.19,0,0,0,0,0
16126,30.14,799,0.259,207,235.69,100,N,W,18.09,0,0,0,0,0
16127,23.14,614,0.214,131,114.52,75,P,N,34.74,0,0,0,0,0
